,timestamp,open,high,low,close,volume
84,2017-07-26,972.78,973.95,960.23,965.31,2166225
85,2017-07-25,970.7,976.73,963.8,969.03,5793414
86,2017-07-24,994.1,1006.19,990.27,998.31,3053176
87,2017-07-21,989.0,995.11,984.17,993.84,1412108
88,2017-07-20,997.0,998.68,984.62,992.19,1410290
89,2017-07-19,990.01,995.6,987.01,992.77,1392709
90,2017-07-18,973.36,990.85,972.04,986.95,1398920
91,2017-07-17,976.32,983.35,970.8,975.96,1644618
92,2017-07-14,974.0,977.54,970.15,976.91,1048240
93,2017-07-13,970.8,978.7,964.8,968.85,1519987
94,2017-07-12,960.86,969.63,957.04,967.66,1589548
95,2017-07-11,950.52,954.89,945.12,953.53,1444540
96,2017-07-10,941.95,953.13,941.95,951.0,1409850
97,2017-07-07,930.99,944.66,929.79,940.81,1614080
98,2017-07-06,925.0,936.14,919.85,927.69,1941822
99,2017-07-05,924.2,936.29,918.63,932.26,2054927
